Rank,Stocks (5218),Sub-Sector,?Market Cap,Alpha,Beta,5Y CAGR,Debt to Equity,EPS (Q),PE Ratio,PB Ratio,,,,,,,,,
744,SHARDACROP,Fertilizers & Agro Chemicals,"4,793.87",-1.47,1.22,19.79,0.01,3.45,150.37,2.14,,,,,,,,,
745,SHAREINDIA,Investment Banking & Brokerage,"4,786.43",-4.46,1.26,-,0.23,3.66,11.25,2.72,,,,,,,,,
746,CEIGALL,Construction & Engineering,"4,786.28",-,-,-,1.18,4.06,15.63,5.28,,,,,,,,,
747,INOXGREEN,Heavy Electrical Equipments,"4,751.77",30.04,-,-,0.13,0.13,170.25,3.52,,,,,,,,,
748,TI,Alcoholic Beverages,"4,736.29",41.21,0.77,67.06,0.19,2.79,34.32,7.24,,,,,,,,,
749,VSTIND,FMCG - Tobacco,"4,724.33",-0.07,0.8,-6.73,0,8.02,15.67,3.77,,,,,,,,,
750,SIS,Business Support Services,"4,715.45",-12.73,0.72,-11.64,0.69,7.08,24.81,1.95,,,,,,,,,
751,SKIPPER,Power Infrastructure,"4,711.92",66.06,1.1,62.19,0.66,3.35,57.69,5.25,,,,,,,,,
752,WEBELSOLAR,Renewable Energy Equipment & Services,"4,703.48",89.33,1.63,112.95,1.7,9.85,-38.88,43.66,,,,,,,,,
753,SHARDAMOTR,Auto Parts,"4,676.43",23.07,1.98,55.8,0.02,25.63,15.61,4.65,,,,,,,,,
754,KENNAMET,Industrial Machinery,"4,672.13",2.7,0.91,15.82,0,10.08,42.28,6.37,,,,,,,,,
755,AGI,Packaging,"4,668.56",34.5,1.35,66.97,0.34,13.99,18.58,2.57,,,,,,,,,
756,ORCHPHARMA,Pharmaceuticals,"4,657.28",41.05,3.44,-,0.12,4.1,50.53,3.98,,,,,,,,,
757,BANCOINDIA,Auto Parts,"4,652.29",50.82,1.33,46.97,0.4,2.16,17.14,4.42,,,,,,,,,
758,ZAGGLE,Software Services,"4,641.49",-,-,-,0.15,1.61,105.44,8.07,,,,,,,,,
759,VIPIND,Apparel & Accessories,"4,611.38",-25.43,1.18,-6.33,1.29,-0.88,84.92,6.8,,,,,,,,,
760,HEIDELBERG,Cement,"4,596.17",-3.82,1.01,0.28,0.09,0.23,27.4,3.13,,,,,,,,,
761,AVALON,Electronic Equipments,"4,580.70",-,-,-,0.26,3.63,163.77,7.63,,,,,,,,,
762,ORIENTELEC,Home Electronics & Appliances,"4,574.99",-17.47,0.6,-4.92,0.17,1.27,60.78,7.16,,,,,,,,,
763,NIRLON,Real Estate,"4,573.04",8.93,0.36,11.23,3.07,6.47,22.25,12.26,,,,,,,,,
764,ITDC,Tour & Travel Services,"4,568.94",13.73,1.66,12.38,0,2.43,64.96,12.08,,,,,,,,,
765,BALAMINES,Specialty Chemicals,"4,568.70",-30.98,2.04,27.63,0.01,10.24,22.3,2.41,,,,,,,,,
766,MPSLTD,Publishing,"4,553.61",51.44,0.93,50.06,0.01,24,38.34,9.9,,,,,,,,,
767,STLTECH,Telecom Equipments,"4,529.54",-26.17,1.33,-3.9,1.67,-0.48,-88.81,2.24,,,,,,,,,
768,NEOGEN,Specialty Chemicals,"4,522.21",1.85,1.24,28.45,0.54,3.8,126.85,5.95,,,,,,,,,
769,TINPLATE,Iron & Steel,"4,505.94",24.17,1.3,25.41,0.01,-0.22,31.55,3.57,,,,,,,,,
770,INNOVACAP,Pharmaceuticals,"4,487.29",-,-,-,0.29,5.97,47.57,5.4,,,,,,,,,
771,PTC,Power Trading & Consultancy,"4,479.79",14.64,1.18,23.68,0.72,5.32,9.39,0.74,,,,,,,,,
772,JCHAC,Home Electronics & Appliances,"4,472.76",1.38,0.64,-11.11,0.08,-1.2,-59.08,7.67,,,,,,,,,
773,NIFTYBEES,Equity,"4,449.40",2.23,0.97,14.76,-,-,-,-,,,,,,,,,
774,JSLL,Pharmaceuticals,"4,445.62",115.5,-,-,0,-,64.23,23.12,,,,,,,,,
775,PILANIINVS,Asset Management,"4,438.03",22,1.27,26.78,0.06,12.07,26.66,0.3,,,,,,,,,
776,JSFB,Private Banks,"4,414.08",-,-,-,0,10.57,6.59,1.23,,,,,,,,,
777,HIKAL,Pharmaceuticals,"4,409.85",-4.54,1.73,23.18,0.69,1.39,63.36,3.71,,,,,,,,,
778,BONDADA,Construction & Engineering,"4,407.34",-,-,-,0.37,-,98.55,26.25,,,,,,,,,
779,RAIN,Commodity Chemicals,"4,396.71",-24.77,1.57,5,1.12,-5.33,-4.69,0.57,,,,,,,,,
780,STYRENIX,Commodity Chemicals,"4,392.98",28.05,1.02,26.99,0.04,27.12,25.37,6.08,,,,,,,,,
781,BANARISUG,Sugar,"4,389.40",9.08,1.2,19.17,0.29,22.98,28.82,2.6,,,,,,,,,
782,DYNAMATECH,Auto Parts,"4,385.88",36.77,1.72,47.69,0.88,5.2,36.01,6.57,,,,,,,,,
783,E2E,Software Services,"4,377.80",113.94,0.7,-,2.03,7.35,200.27,61.78,,,,,,,,,
784,MASFIN,Diversified Financials,"4,360.32",4.72,1.31,-7.91,4.08,3.88,17.37,2.4,,,,,,,,,
785,BHARATRAS,Fertilizers & Agro Chemicals,"4,357.53",-1.97,0.97,5.58,0.08,97.54,45.62,4.41,,,,,,,,,
786,MTARTECH,Industrial Machinery,"4,355.10",-14.15,0.34,-,0.28,5.19,77.62,6.44,,,,,,,,,
787,AHLUCONT,Construction & Engineering,"4,353.19",13.16,1.29,14.65,0.07,7.37,11.61,2.72,,,,,,,,,
788,EASEMYTRIP,Tour & Travel Services,"4,330.87",-14.12,1.51,-,0.03,0.09,42,6.93,,,,,,,,,
789,GOCOLORS,Apparel & Accessories,"4,315.59",-10.19,-,-,0.78,4.5,52.12,7.15,,,,,,,,,
790,OPTIEMUS,Technology Hardware,"4,302.88",28.1,1.65,82.66,0.38,1.75,75.81,10.09,,,,,,,,,
791,FISCHER,Power Trading & Consultancy,"4,275.72",105.73,0.69,69.87,0.02,-0.05,"2,336.46",52.72,,,,,,,,,
792,PQIF,FMCG - Household Products,"4,272.42",51.33,-0.01,99.77,0.08,0.02,"1,483.48",22.67,,,,,,,,,
793,GUJALKALI,Commodity Chemicals,"4,254.20",-10.31,1.48,9.83,0.09,-1.53,-17.96,0.7,,,,,,,,,
794,GOLDIAM,"Precious Metals, Jewellery & Watches","4,252.05",28.85,1.52,67.61,0.01,4.66,46.82,6.69,,,,,,,,,
795,RALLIS,Fertilizers & Agro Chemicals,"4,243.31",-9.35,1.05,-2.27,0.07,0.56,28.7,2.32,,,,,,,,,
796,NFL,Fertilizers & Agro Chemicals,"4,242.03",17.53,1.39,29.38,1.6,0.93,28.27,1.66,,,,,,,,,
797,SHILCTECH,Electronic Equipments,"4,229.98",136.7,0.27,139.76,0,45.59,46.04,20.18,,,,,,,,,
798,SUNFLAG,Iron & Steel,"4,218.04",49.23,1.02,44.08,0.14,2.78,29.39,0.82,,,,,,,,,
799,RSYSTEMS,IT Services & Consulting,"4,213.45",12.24,0.55,29.44,0.15,3.3,32.12,4.94,,,,,,,,,
800,SPARC,Pharmaceuticals,"4,200.28",-27.9,1.55,-4.99,0.49,-2.45,-10.85,33.4,,,,,,,,,
801,ROLEXRINGS,Industrial Machinery,"4,170.51",-0.85,0.64,-,0.02,7.41,26.73,4.64,,,,,,,,,
802,LUXIND,Apparel & Accessories,"4,153.05",-22.28,1.12,-2.35,0.13,10.66,32.06,2.67,,,,,,,,,
803,JISLJALEQS,Agricultural & Farm Machinery,"4,150.72",14,1.86,57.08,0.73,0.01,91.75,0.74,,,,,,,,,
804,GOKULAGRO,Packaged Foods & Meats,"4,138.59",52.84,1.2,85.2,0.77,4.91,30.48,5.26,,,,,,,,,
805,SUBROS,Auto Parts,"4,136.93",17.63,1.22,19.1,0.01,5.05,42.38,4.33,,,,,,,,,
806,LGBBROSLTD,Industrial Machinery,"4,133.74",21.23,0.92,35.7,0.07,23.61,15.23,2.51,,,,,,,,,
807,VRLLOG,Logistics,"4,120.64",-1.24,0.95,13.9,1.1,6.79,46.38,4.36,,,,,,,,,
808,EIEL,Water Management,"4,118.81",-,-,-,0.8,2.59,37.99,14.17,,,,,,,,,
809,WPIL,Industrial Machinery,"4,065.06",61.91,1.04,49.18,0.14,3.21,8.56,2.61,,,,,,,,,
810,SHREMINVIT,Roads,"4,060.89",-,-,-,1.21,3.94,3.89,0.67,,,,,,,,,
811,GRAUWEIL,Specialty Chemicals,"4,049.87",34.83,1.03,-,0.03,0.95,27.68,5.03,,,,,,,,,
812,VAIBHAVGBL,Apparel & Accessories,"4,048.03",-18.9,0.95,0.75,0.17,3.85,31.65,3.22,,,,,,,,,
813,WONDERLA,Theme Parks & Gaming,"4,022.97",34.01,0.9,22.06,0.01,3.44,25.47,3.68,,,,,,,,,
814,LSIND,Textiles,"4,020.85",-,-,-,0,0.04,"-1,214.76",65.8,,,,,,,,,
815,HAWKINCOOK,Housewares,"3,991.03",10.91,0.74,7.56,0.09,40.09,36.33,11.97,,,,,,,,,
816,SEQUENT,Pharmaceuticals,"3,985.99",5.61,0.71,11.12,0.68,0.14,-111.12,5.59,,,,,,,,,
817,MCLOUD,IT Services & Consulting,"3,975.64",-,-,131.3,0.69,0.5,38.67,9.77,,,,,,,,,
818,DBCORP,Publishing,"3,969.81",34.55,0.87,12.88,0.11,6.62,9.33,1.79,,,,,,,,,
819,RPGLIFE,Pharmaceuticals,"3,919.83",51.11,0.94,53.6,0,21.12,44.72,10.46,,,,,,,,,
820,GUFICBIO,Pharmaceuticals,"3,858.68",18.75,1.28,39.31,0.63,1.93,44.8,7.25,,,,,,,,,
821,THYROCARE,Hospitals & Diagnostic Centres,"3,845.97",-5.58,0.59,3.46,0.08,3.58,54.35,7.29,,,,,,,,,
822,LUMAXTECH,Auto Parts,"3,814.11",38.42,1.58,39.18,0.8,6.58,29.3,3.76,,,,,,,,,
823,KITEX,Apparel & Accessories,"3,801.67",32.36,0.95,28.11,0.66,2.06,67.49,3.68,,,,,,,,,
824,BHAGCHEM,Fertilizers & Agro Chemicals,"3,777.91",41.36,1.23,-,0.15,0.28,207.24,9.13,,,,,,,,,
825,HEMIPROP,Real Estate,"3,775.11",2,0.61,-,0.18,-0.08,-384.43,10.6,,,,,,,,,
826,BOROLTD,Housewares,"3,766.04",2.35,1.44,-,0.28,2.97,57.17,6.49,,,,,,,,,
827,GOPAL,FMCG - Foods,"3,763.67",-,-,-,0.17,0.43,37.8,9.64,,,,,,,,,
828,TARC,Real Estate,"3,760.12",39.17,1.34,-,1.09,-0.97,-48.81,2.95,,,,,,,,,
829,ASHAPURMIN,Metals - Diversified,"3,758.47",48.91,1.19,59.34,1.07,11.15,13.1,4.1,,,,,,,,,
830,EPACK,Home Electronics & Appliances,"3,740.82",-,-,-,0.43,0.26,105.73,4.19,,,,,,,,,
831,SGMART,Renewable Electricity,"3,735.85",98.13,0.02,128.31,0.17,2.5,61.3,3.44,,,,,,,,,
832,GREENPANEL,Wood Products,"3,730.94",-20.89,1.44,40.87,0.22,2.43,26.15,2.83,,,,,,,,,
833,IRBINVIT,Roads,"3,730.87",7.88,1.02,4.89,0.78,1.57,10,0.95,,,,,,,,,
834,MON100,Equity,"3,724.73",9.79,0.38,24.26,-,-,-,-,,,,,,,,,
835,CIGNITITEC,Software Services,"3,721.36",33.2,0.39,37.8,0.08,23.28,22.47,5.04,,,,,,,,,
836,YATHARTH,Hospitals & Diagnostic Centres,"3,708.68",-,-,-,0.1,3.57,32.4,4.24,,,,,,,,,
837,DHANI,Investment Banking & Brokerage,"3,708.06",2.33,1.7,-21.55,0.2,0.08,-9.88,1.07,,,,,,,,,
838,ARTEMISMED,Business Support Services,"3,698.06",58.24,1.61,64.81,0.7,1.32,75.27,8.13,,,,,,,,,
839,TCNSBRANDS,Apparel & Accessories,"3,697.20",-7.38,1.46,-0.18,0.89,-9.42,-12.81,6.04,,,,,,,,,
840,HERITGFOOD,FMCG - Foods,"3,692.82",29.24,1.5,16.4,0.16,4.64,34.66,4.57,,,,,,,,,
841,MOSCHIP,Plastic Products,"3,690.68",-,-,78.68,0.26,0.58,373.93,13.7,,,,,,,,,
842,PAISALO,Consumer Finance,"3,672.81",13.33,1.72,24.62,2,0.7,20.52,2.76,,,,,,,,,
843,KDDL,"Precious Metals, Jewellery & Watches","3,660.94",46.17,1.59,60.63,0.22,26.1,35.66,3.2,,,,,,,,,
844,IMAGICAA,Theme Parks & Gaming,"3,645.54",62.6,1.66,80.08,0.32,0.06,6.74,4.59,,,,,,,,,
845,POLYPLEX,Commodity Chemicals,"3,644.98",-19.92,1.5,16.93,0.13,18.4,96.38,0.63,,,,,,,,,
846,KIRLOSIND,Investment Banking & Brokerage,"3,644.72",24.81,1.13,40.8,0.18,23.09,18.19,0.54,,,,,,,,,
847,FIEMIND,Auto Parts,"3,637.51",28.32,1.4,41.37,0.03,17.86,21.95,4.1,,,,,,,,,
848,TCPLPACK,Packaging,"3,635.06",56.42,1.54,69.4,0.96,41.46,35.86,6.91,,,,,,,,,
849,INDRAMEDCO,Hospitals & Diagnostic Centres,"3,634.83",64.15,0.76,56.27,0.07,3.58,29.32,7.61,,,,,,,,,
850,PATELENG,Construction & Engineering,"3,629.54",17.73,1.89,23.64,0.6,0.95,12.51,1.15,,,,,,,,,
851,HARSHA,Industrial Machinery,"3,623.56",-14.56,-,-,0.15,2.93,32.52,3.08,,,,,,,,,
852,EMSLIMITED,Construction & Engineering,"3,604.23",-,-,-,0.09,9.09,23.65,4.5,,,,,,,,,
853,PARAS,Aerospace & Defense Equipments,"3,602.25",10.18,1.48,-,0.15,3.74,112.36,8.13,,,,,,,,,
854,CARERATING,Stock Exchanges & Ratings,"3,600.28",26.84,0.92,17.75,0.03,9.3,35.82,4.97,,,,,,,,,
855,JTLIND,Iron & Steel,"3,580.58",16.76,-,-,0.03,0.63,31.68,4.62,,,,,,,,,
856,PITTIENG,Industrial Machinery,"3,580.10",42.18,1.41,91.11,1.48,7.64,39.69,8.6,,,,,,,,,
857,POKARNA,Cement,"3,579.72",21.19,1.93,69.08,0.68,16.32,40.98,6.04,,,,,,,,,
858,INDIAGLYCO,Commodity Chemicals,"3,574.04",12.09,1.34,26.48,0.66,18.35,20.66,1.74,,,,,,,,,
859,GANECOS,Textiles,"3,560.55",27.38,1.68,30.64,0.38,11.74,87.72,3.38,,,,,,,,,
860,GREENPLY,Wood Products,"3,559.51",11.89,1.68,15.99,0.77,3.92,50.89,5.02,,,,,,,,,
861,TANFACIND,Diversified Chemicals,"3,557.53",70.05,1.79,97.71,0,34.89,67.78,15.44,,,,,,,,,
862,DATAMATICS,IT Services & Consulting,"3,554.95",24.36,1.24,54.87,0.01,12.58,17.94,2.91,,,,,,,,,
863,APOLLO,Electronic Equipments,"3,547.62",81.02,1.35,68.39,0.4,0.6,114,6.83,,,,,,,,,
864,AARTIDRUGS,Pharmaceuticals,"3,542.19",-7.81,1.16,18.19,0.44,4.06,20.66,2.76,,,,,,,,,
865,ROSSARI,Specialty Chemicals,"3,528.89",-18.83,1.11,-,0.11,5.73,27,3.37,,,,,,,,,
866,FEDFINA,Diversified Financials,"3,492.91",-,-,-,3.69,0.5,14.27,1.54,,,,,,,,,
867,IMFA,Iron & Steel,"3,490.56",18.66,1.07,44.4,0.09,17.3,8.85,1.64,,,,,,,,,
868,DPABHUSHAN,"Precious Metals, Jewellery & Watches","3,485.02",49.97,-0.03,-,0.72,16.6,56.34,14.6,,,,,,,,,
869,UFLEX,Packaging,"3,481.68",-5.65,1.44,16.21,0.96,18.95,-5.04,0.48,,,,,,,,,
870,DCBBANK,Private Banks,"3,478.70",8.79,1.4,-8.26,0,4.83,6.49,0.69,,,,,,,,,
871,KINGFA,Commodity Chemicals,"3,468.38",29.86,1.27,34.87,0.06,28.59,28.31,5.89,,,,,,,,,
872,DCAL,Labs & Life Sciences Services,"3,462.71",9.37,1.81,18.95,0.41,0.3,-22.57,0.62,,,,,,,,,
873,PARKHOTELS,"Hotels, Resorts & Cruise Lines","3,461.14",-,-,-,0.08,1.51,50.31,2.89,,,,,,,,,
874,SWARAJENG,Tractors,"3,456.38",19.55,0.71,17.59,0,26.3,25.07,9.38,,,,,,,,,
875,RBA,Restaurants & Cafes,"3,437.78",-19.79,0.72,-,2.27,-1.01,-15.77,5.47,,,,,,,,,
876,NPST,Software Services,"3,415.05",165.56,0.69,-,0,2.65,127.9,58.53,,,,,,,,,
877,CYIENTDLM,Industrial Machinery,"3,414.92",-,-,-,0.21,1.39,55.8,3.76,,,,,,,,,
878,MEDIASSIST,Insurance,"3,414.21",-,-,-,0.05,4.2,51,7.09,,,,,,,,,
879,ORISSAMINE,Mining - Diversified,"3,403.35",23.07,1.78,20.31,-,-12.49,"1,206.86",-316.89,,,,,,,,,
880,GATEWAY,Logistics,"3,400.58",-3.98,-,-,0.26,9.11,13.27,1.75,,,,,,,,,
881,MSTCLTD,Commodities Trading,"3,395.74",10.45,1.54,19.93,0.16,35.63,16.62,3.82,,,,,,,,,
882,INDOSTAR,Consumer Finance,"3,385.93",6.62,0.53,-2.44,2.34,2.03,29.23,1.05,,,,,,,,,
883,SAMHI,"Hotels, Resorts & Cruise Lines","3,376.05",-,-,-,2.04,1.04,-14.39,3.25,,,,,,,,,
884,TEAMLEASE,Employment Services,"3,366.82",-23.54,1.15,-4.05,0.13,16.95,30.02,4.15,,,,,,,,,
885,ARVSMART,Real Estate,"3,363.51",38.34,0.96,53.53,0.18,10.49,80.91,5.37,,,,,,,,,
886,SHANTIGEAR,Auto Parts,"3,362.84",22.55,1.07,36.34,0,3.43,40.89,9.74,,,,,,,,,
887,KSL,Iron & Steel,"3,359.98",31.97,1.29,27.11,0.35,12.93,13.51,2,,,,,,,,,
888,JAYNECOIND,Iron & Steel,"3,319.84",16.39,2.06,57.3,1.42,0.79,15.81,1.47,,,,,,,,,
889,JASH,Construction & Engineering,"3,302.37",57.1,0.71,70.48,0.23,5.54,49.47,9.4,,,,,,,,,
890,JTEKTINDIA,Auto Parts,"3,302.09",13.55,1.62,10.63,0.14,0.64,30.89,4.02,,,,,,,,,
891,ELITECON,FMCG - Tobacco,"3,292.91",-,-,83.14,-,110.26,687.46,-47.45,,,,,,,,,
892,RAMKY,Construction & Engineering,"3,286.55",31.42,1.66,73.8,0.45,8.15,10.68,1.76,,,,,,,,,
893,PFOCUS,Animation,"3,278.86",12.27,1.69,18.67,6.26,-3.3,-8.11,4.22,,,,,,,,,
894,ADVENZYMES,Specialty Chemicals,"3,242.30",-7.13,0.5,12.42,0.03,3.36,24.32,2.36,,,,,,,,,
895,ALLCARGO,Logistics,"3,237.28",-24.96,1.63,8.65,0.7,0.1,21.63,1.24,,,,,,,,,
896,JINDALPOLY,Packaging,"3,222.24",-15.07,0.95,23.26,0.46,0.94,45.07,0.55,,,,,,,,,
897,NOCIL,Commodity Chemicals,"3,221.33",-8.45,1.2,14.83,0.01,0.77,24.22,1.9,,,,,,,,,
898,AXISCADES,Construction & Engineering,"3,211.59",73.53,1.73,65.52,0.54,3.5,97.91,5.43,,,,,,,,,
899,MAXVIL,Packaging,"3,181.05",48.67,1.29,33.28,0.26,0.21,181.57,2.57,,,,,,,,,
900,AJMERA,Real Estate,"3,158.96",27.53,1.47,50.62,0.81,9.05,30.72,3.18,,,,,,,,,
901,63MOONS,IT Services & Consulting,"3,150.39",41.99,1.36,46.65,0,-3.62,14.16,0.95,,,,,,,,,
902,BBL,Heavy Electrical Equipments,"3,135.09",33.26,1.2,47.29,0.08,35.94,23.85,1.68,,,,,,,,,
903,ATFL,Packaged Foods & Meats,"3,125.07",-1.4,1.16,3.42,0.08,1.61,300.2,6.25,,,,,,,,,
904,DEEPINDS,Oil & Gas - Equipment & Services,"3,110.40",56.34,1.29,-,0.1,6.81,25.12,2.04,,,,,,,,,
905,KIRIINDUS,Specialty Chemicals,"3,105.49",6.06,0.98,5.66,0.04,28.47,23.35,1.1,,,,,,,,,
906,KKCL,Apparel & Accessories,"3,081.57",26.96,1.14,20.53,0.03,3.99,20,4.56,,,,,,,,,
907,PRINCEPIPE,Building Products - Pipes,"3,052.59",-32.71,1.25,8.71,0.08,-1.85,16.73,1.98,,,,,,,,,
908,JAMNAAUTO,Auto Parts,"3,051.80",-14.3,1.06,14.02,0.19,1.1,14.86,3.38,,,,,,,,,
909,HUBTOWN,Real Estate,"3,051.38",58.62,1.74,81.13,0.79,1.62,-35.41,2.32,,,,,,,,,
910,VSTTILLERS,Tractors,"3,026.47",7.17,1.57,23.23,0,1.48,25,3.28,,,,,,,,,
911,SPECTRUM,Electrical Components & Equipments,"3,004.42",134.82,0.03,101.82,0.52,-,152.28,17.71,,,,,,,,,
912,VISHNU,Diversified Chemicals,"2,990.82",17.73,1.74,78.37,0.31,5.25,29.59,3.85,,,,,,,,,
913,FCL,Specialty Chemicals,"2,985.25",13.93,2.15,59.87,0.01,2.43,24.92,6.58,,,,,,,,,
914,AVANTEL,Communication & Networking,"2,970.00",-,-,93.02,0.11,0.83,56.52,18.1,,,,,,,,,
915,MTNL,Telecom Services,"2,961.63",29.99,1.62,38.88,-,-13.27,-0.91,-0.13,,,,,,,,,
916,SIYSIL,Textiles,"2,951.78",14.67,0.96,23.72,0.15,10.01,15.98,2.6,,,,,,,,,
917,UTKARSHBNK,Diversified Financials,"2,947.91",-,-,-,0,-1.53,5.92,0.99,,,,,,,,,
918,NAVNETEDUL,Publishing,"2,947.44",9.34,0.92,8.32,0.2,0.65,11.72,2.28,,,,,,,,,
919,ORIANA,Construction & Engineering,"2,939.37",-,-,-,1.23,-,54.09,19.77,,,,,,,,,
920,DCXINDIA,Cables,"2,921.67",-5.23,-,-,0.26,0.9,38.55,2.59,,,,,,,,,
921,BOMDYEING,Textiles,"2,921.64",7.43,1.23,11.6,0,3.39,0.99,1.58,,,,,,,,,
922,TECHNVISN,Software Services,"2,920.32",111.13,-0.04,87.65,1.01,2.17,215.68,191.62,,,,,,,,,
923,CAMLINFINE,Specialty Chemicals,"2,910.52",6.56,1.49,18.13,0.8,-0.23,-31.38,3.4,,,,,,,,,
924,GENESYS,IT Services & Consulting,"2,895.81",16.71,1.44,64.72,0.12,5.22,131.21,5.9,,,,,,,,,
925,SERVOTECH,Electrical Components & Equipments,"2,867.82",105.08,0.78,-,0.51,0.36,243.86,20.18,,,,,,,,,
926,ELCIDIN,Investment Banking & Brokerage,"2,866.74",-,-,604.66,0,-344.26,16.31,0.25,,,,,,,,,
927,ASHIANA,Real Estate,"2,855.91",17.2,1.33,22.49,0.19,1.11,34.24,3.71,,,,,,,,,
928,TAJGVK,"Hotels, Resorts & Cruise Lines","2,844.14",34.46,1,21.35,0.2,6.57,30.68,5.19,,,,,,,,,
929,MOREPENLAB,Pharmaceuticals,"2,836.21",10.33,1.51,29.61,0.03,0.49,29.49,3.35,,,,,,,,,
930,STYLAMIND,Construction & Engineering,"2,826.68",16.57,1.7,-,0,17.55,22.01,5.27,,,,,,,,,
