Rank,Stocks (5218),Sub-Sector,?Market Cap,Alpha,Beta,5Y CAGR,Debt to Equity,EPS (Q),PE Ratio,PB Ratio,,,,,,,,,
931,SSWL,Auto Parts,"2,813.43",0.85,1.38,19.1,0.73,3.04,4.17,1.95,,,,,,,,,
932,SJS,Auto Parts,"2,809.91",25.25,-,-,0.15,8.83,33.14,5,,,,,,,,,
933,NORTHARC,Diversified Financials,"2,802.55",-,-,-,3.9,4.69,9.09,1.21,,,,,,,,,
934,KPEL,Renewable Energy,"2,800.31",-,-,86.03,0.6,3.96,47.75,15.44,,,,,,,,,
935,CEINSYSTECH,IT Services & Consulting,"2,795.64",87.96,0.26,74.33,0.04,10.21,79.85,11.94,,,,,,,,,
936,BALMLAWRIE,Conglomerates,"2,790.10",4.67,1.24,8.27,0.06,3.77,10.67,1.51,,,,,,,,,
937,RPSGVENT,Packaged Foods & Meats,"2,786.70",6,1.83,23.36,0.94,-18.13,-65.63,0.62,,,,,,,,,
938,MONARCH,Investment Banking & Brokerage,"2,786.54",48.2,-,-,0.33,5.16,22.63,8.06,,,,,,,,,
939,SOTL,Commodity Chemicals,"2,785.95",22.53,1.16,20.21,0,1.82,13.88,1.72,,,,,,,,,
940,CAPACITE,Construction & Engineering,"2,784.32",28.2,1.51,13.19,0.22,6.18,23.15,1.84,,,,,,,,,
941,WSTCSTPAPR,Paper Products,"2,774.71",13.39,1.38,13.89,0.07,9.72,4.01,0.73,,,,,,,,,
942,MAITHANALL,Iron & Steel,"2,770.26",-9.97,1.04,11.26,0.01,31.2,7.94,0.88,,,,,,,,,
943,BAJAJHIND,Sugar,"2,768.01",20.16,2.08,29.75,0.85,-0.82,-32.03,0.62,,,,,,,,,
944,PRAKASH,Iron & Steel,"2,754.10",28.37,1.65,29.21,0.12,4.68,7.91,0.91,,,,,,,,,
945,DALMIASUG,Sugar,"2,737.77",-5.99,1.69,25.01,0.49,7.35,10.05,0.93,,,,,,,,,
946,VENUSPIPES,Iron & Steel,"2,736.85",48.07,-,-,0.37,8.84,31.83,6.74,,,,,,,,,
947,VADILALIND,FMCG - Foods,"2,728.28",38.89,0.61,33.91,0.41,16.6,18.69,5.03,,,,,,,,,
948,SANATHAN,Textiles,"2,713.17",-,-,-,0.3,4.67,20.27,2.13,,,,,,,,,
949,ARKADE,Real Estate,"2,712.36",-,-,-,0.22,3.04,22.08,8.38,,,,,,,,,
950,MBAPL,Fertilizers & Agro Chemicals,"2,711.62",59.34,0.14,78.66,0.83,2.04,109.16,7.73,,,,,,,,,
951,SGLTL,Specialty Chemicals,"2,694.73",-,-,-,0.32,8.25,46.17,6.59,,,,,,,,,
952,TCIEXP,Logistics,"2,691.97",-32.56,1.32,-5.15,0.01,5,20.44,3.82,,,,,,,,,
953,HGS,Outsourced services,"2,672.59",-30.55,1.29,5.29,0.28,-0.57,20.07,0.35,,,,,,,,,
954,HINDOILEXP,Oil & Gas - Exploration & Production,"2,672.37",3.47,1.81,17.33,0.15,3.28,11.8,2.28,,,,,,,,,
955,GUJTHEM,Pharmaceuticals,"2,663.11",56.13,1.35,78.5,0.01,1.19,45.02,13.22,,,,,,,,,
956,NSIL,Asset Management,"2,658.02",38.23,0.83,47.69,0,15.93,47.25,0.21,,,,,,,,,
957,GIPCL,Power Generation,"2,649.62",22.79,1.05,20.31,0.19,2.59,13.35,0.8,,,,,,,,,
958,SETFGOLD,Gold,"2,644.09",9.91,-0.08,14.7,-,-,-,-,,,,,,,,,
959,SOLARA,Pharmaceuticals,"2,642.15",-9.47,1.53,-4.83,1.08,2.03,-4.66,2.82,,,,,,,,,
960,ADFFOODS,Packaged Foods & Meats,"2,641.12",12.52,1.01,31.94,0.13,1.71,35.08,5.98,,,,,,,,,
961,DELTACORP,Theme Parks & Gaming,"2,640.49",-35.55,1.66,-8.8,0.02,1.33,10.81,1.05,,,,,,,,,
962,BFUTILITIE,Renewable Energy,"2,629.77",26.34,1.14,17.4,1.69,10.39,17.84,3.68,,,,,,,,,
963,STOVEKRAFT,Home Electronics & Appliances,"2,612.16",6.78,1.38,-,0.58,3.67,76.51,5.95,,,,,,,,,
964,BEPL,Commodity Chemicals,"2,607.79",6.1,1.59,28.42,0,1.64,14.54,2.83,,,,,,,,,
965,SBCL,Iron & Steel,"2,594.49",15.21,1.48,-,0.12,3.17,30.79,7.6,,,,,,,,,
966,SENORES,Pharmaceuticals,"2,589.82",-,-,-,1.11,5.04,82.37,11.18,,,,,,,,,
967,VEEDOL,Commodity Chemicals,"2,583.73",-2.16,1.14,9.48,0,21.97,18.08,3.12,,,,,,,,,
968,ALEMBICLTD,Pharmaceuticals,"2,582.45",0.67,1.41,13.63,0,2.55,9.61,1.18,,,,,,,,,
969,LIQUIDBEES,Debt,"2,580.84",0,0,0,-,-,-,-,,,,,,,,,
970,PRECWIRE,Electrical Components & Equipments,"2,579.46",23.86,1.57,50.5,0.19,1.06,35.4,5.09,,,,,,,,,
971,SASKEN,Software Services,"2,572.16",17.18,1,24.12,0.01,6,32.68,3.28,,,,,,,,,
972,XPROINDIA,Plastic Products,"2,571.35",19.54,1.26,136.3,0.07,3.37,58.6,4.59,,,,,,,,,
973,INTERARCH,Building Products - Prefab Structures,"2,566.62",-,-,-,0.03,16.94,29.76,5.77,,,,,,,,,
974,AUTOAXLES,Auto Parts,"2,565.11",-3.28,1.4,18.05,0.02,26.2,15.44,2.93,,,,,,,,,
975,SUVEN,Pharmaceuticals,"2,564.55",9.97,2.71,18.92,0,-1.79,-24.41,9.5,,,,,,,,,
976,HPL,Electrical Components & Equipments,"2,558.84",60.63,1.65,60.73,0.71,2.81,58.73,3.01,,,,,,,,,
977,DIAMONDYD,Packaged Foods & Meats,"2,544.19",13.16,0.65,7.49,0.11,-15.89,47.88,3.49,,,,,,,,,
978,AEROFLEX,Iron & Steel,"2,528.60",-,-,-,0,1.18,60.58,8.63,,,,,,,,,
979,RPEL,Specialty Chemicals,"2,519.74",-,-,79.58,0.06,2.14,96.99,15.93,,,,,,,,,
980,SAGCEM,Cement,"2,512.85",-12.8,1.1,13.4,0.72,-4.17,-57.95,1.24,,,,,,,,,
981,HATHWAY,Cable & D2H,"2,508.24",-12.87,1.34,-8.95,0,0.08,25.26,0.58,,,,,,,,,
982,KCP,Cement,"2,504.16",11.64,1.06,26.11,0.27,1.24,13.28,1.41,,,,,,,,,
983,ORIENTHOT,"Hotels, Resorts & Cruise Lines","2,501.28",28.87,1.14,38.58,0.33,0.86,50.37,4.04,,,,,,,,,
984,GLOBUSSPR,Alcoholic Beverages,"2,483.15",-16.3,1.26,42.83,0.34,0.14,25.73,2.55,,,,,,,,,
985,PSPPROJECT,Construction & Engineering,"2,478.21",5.68,0.9,3.84,0.5,1.28,20.15,2.71,,,,,,,,,
986,WEL,Home Electronics & Appliances,"2,477.27",87.86,0.22,-,0.73,0.38,244.07,28.19,,,,,,,,,
987,ZOTA,Pharmaceuticals,"2,469.06",38.83,0.85,36.65,1.06,-6.8,-172.06,27.44,,,,,,,,,
988,NILKAMAL,Plastic Products,"2,446.55",-13.64,0.97,1.84,0.29,14.4,20.01,1.73,,,,,,,,,
989,RAMRAT,Electrical Components & Equipments,"2,426.27",63,-,-,0.58,3.74,46.44,5.62,,,,,,,,,
990,MOBIKWIK,Payment Infrastructure,"2,418.76",-,-,-,1.37,-9.48,172.03,14.88,,,,,,,,,
991,LAOPALA,Housewares,"2,410.36",-17.64,1.28,0.54,0.01,2.09,18.87,2.83,,,,,,,,,
992,SULA,Alcoholic Beverages,"2,409.47",-8.7,-,-,0.59,3.32,25.82,4.38,,,,,,,,,
993,SINDHUTRAD,Logistics,"2,400.78",-,-,52.3,0.47,-0.03,42.22,1.1,,,,,,,,,
994,EFCIL,Real Estate,"2,380.82",145.11,-,106.82,0.94,4.07,41.06,5.52,,,,,,,,,
995,JINDRILL,Oil & Gas - Equipment & Services,"2,379.93",51.27,1.34,54.17,0.22,22.76,46.53,1.75,,,,,,,,,
996,SDBL,Alcoholic Beverages,"2,377.99",65.98,1.24,41.42,0.28,1.1,27.49,4.01,,,,,,,,,
997,FLAIR,Stationery,"2,372.98",-,-,-,0.08,2.78,19.95,2.64,,,,,,,,,
998,RAJOOENG,Industrial Machinery,"2,363.19",97.93,1.32,104.36,0.01,0.54,112.43,18.66,,,,,,,,,
999,MARINE,Electrical Components & Equipments,"2,359.98",64.28,0.69,-,0.34,0.39,83.19,10.59,,,,,,,,,
1000,TIRUMALCHM,Commodity Chemicals,"2,355.64",-5.45,1.75,29.43,1.09,-4.1,-60.73,2.06,,,,,,,,,
1001,KRSNAA,Hospitals & Diagnostic Centres,"2,350.05",12.47,0.07,-,0.2,6.01,41.35,2.9,,,,,,,,,
1002,PENIND,Iron & Steel,"2,343.34",54.58,1.2,47.53,0.9,2.25,23.83,2.67,,,,,,,,,
1003,SHK,Specialty Chemicals,"2,342.63",4.15,0.76,8.11,0.55,1.27,19.14,1.93,,,,,,,,,
1004,SEPC,Construction & Engineering,"2,335.94",34.81,1.26,31.7,0.38,0.03,102.54,1.93,,,,,,,,,
1005,SEAMECLTD,Oil & Gas - Equipment & Services,"2,335.54",-4.59,1.58,16.13,0.36,-1.31,19.51,2.56,,,,,,,,,
1006,VENKEYS,Packaged Foods & Meats,"2,335.54",-8.45,1.37,2.34,0.13,14.47,29.53,1.7,,,,,,,,,
1007,SCILAL,Real Estate,"2,332.72",-,-,-,0,0.22,49.12,0.72,,,,,,,,,
1008,MARATHON,Real Estate,"2,330.23",51.97,1.79,39,0.76,9.58,14,2.31,,,,,,,,,
1009,DDEVPLSTIK,Plastic Products,"2,313.22",-,-,-,0.1,4.5,12.73,3.51,,,,,,,,,
1010,SANDHAR,Auto Parts,"2,311.02",17.08,1.49,7.45,0.73,4.97,21.05,2.27,,,,,,,,,
1011,TASTYBITE,Packaged Foods & Meats,"2,302.52",-7.7,1.03,-6.11,0.3,50.78,55.46,8.03,,,,,,,,,
1012,KALAMANDIR,Textiles,"2,299.99",-,-,-,0.44,3.12,22.8,2.16,,,,,,,,,
1013,VIDHIING,Commodity Chemicals,"2,296.97",5.12,0.93,47.67,0.07,2.55,63.02,8.2,,,,,,,,,
1014,EVEREADY,Batteries,"2,287.83",-5.85,1.42,36.2,0.79,1.8,34.26,5.92,,,,,,,,,
1015,WINDMACHIN,Industrial Machinery,"2,285.14",72.32,1.75,70.54,0.13,6.42,-297.16,8.23,,,,,,,,,
1016,NUCLEUS,Software Services,"2,280.03",23.62,0.89,23.59,0.01,13.28,11.9,2.93,,,,,,,,,
1017,HITECH,Building Products - Pipes,"2,274.60",20.59,1.49,45.36,0.7,1.08,51.78,3.95,,,,,,,,,
1018,SAKSOFT,IT Services & Consulting,"2,274.59",28.2,1.05,61.67,0.05,2.12,23.65,4.5,,,,,,,,,
1019,FOSECOIND,Specialty Chemicals,"2,272.53",29.12,0.8,20.44,0,29.95,31.13,7.93,,,,,,,,,
1020,PFS,Specialized Finance,"2,269.19",20.81,1.68,22.04,1.55,1.05,14.12,0.89,,,,,,,,,
1021,DCW,Commodity Chemicals,"2,261.77",18.02,1.43,36.37,0.43,0.45,144.43,2.19,,,,,,,,,
1022,MUTHOOTMF,Specialized Finance,"2,258.80",-,-,-,3.04,0.22,5.02,0.81,,,,,,,,,
1023,MARSONS,Heavy Electrical Equipments,"2,240.74",125.76,-1.18,131.69,0.63,0.37,"3,614.10",157.58,,,,,,,,,
1024,GOODLUCK,Iron & Steel,"2,225.40",23.83,1.25,71.25,0.53,12.12,16.87,1.93,,,,,,,,,
1025,DOLLAR,Apparel & Accessories,"2,223.27",-11.31,1.34,19.49,0.41,3.52,24.65,2.84,,,,,,,,,
1026,BAJAJCON,FMCG - Personal Products,"2,214.36",-2.91,1.05,-4.07,0.01,1.82,14.24,2.67,,,,,,,,,
1027,KPGEL,Construction & Engineering,"2,208.50",-,-,-,0.14,-,62.4,8.28,,,,,,,,,
1028,INDOTHAI,Investment Banking & Brokerage,"2,204.11",73.99,0.99,142.62,0.08,0.9,138.36,29.37,,,,,,,,,
1029,GENSOL,Construction & Engineering,"2,201.29",-,-,94.58,4.82,4.46,36.97,7.03,,,,,,,,,
1030,VPRPL,Construction & Engineering,"2,192.49",-,-,-,0.55,0.31,17.94,3.04,,,,,,,,,
1031,AFCOM,Airlines,"2,190.83",-,-,-,0.18,-,86.05,21.22,,,,,,,,,
1032,GEOJITFSL,Investment Banking & Brokerage,"2,189.23",7.62,1.28,25.67,0.44,1.31,15.11,2.4,,,,,,,,,
1033,SHALBY,Hospitals & Diagnostic Centres,"2,188.16",12.1,1.57,16.56,0.37,-0.28,26.03,2.17,,,,,,,,,
1034,JYOTISTRUC,Power Transmission & Distribution,"2,181.67",12.84,0.83,65.38,-,0.12,75.62,-85.52,,,,,,,,,
1035,NIFTYIETF,Equity,"2,180.65",2.28,0.99,14.8,-,-,-,-,,,,,,,,,
1036,TVSSRICHAK,Tires & Rubber,"2,172.00",9.99,1.1,12.21,0.76,-7.79,20.12,1.95,,,,,,,,,
1037,SANGHVIMOV,Business Support Services,"2,168.73",32.2,1.49,35.45,0.29,3.82,11.54,2.14,,,,,,,,,
1038,YASHO,Specialty Chemicals,"2,166.42",-,-,67.57,1.96,-0.72,37.39,7.35,,,,,,,,,
1039,NRBBEARING,Industrial Machinery,"2,166.22",18.34,1.28,18.45,0.2,2.2,9.05,2.47,,,,,,,,,
1040,HONDAPOWER,Industrial Machinery,"2,159.87",20.23,0.89,12.61,0,18.82,23.42,2.66,,,,,,,,,
1041,INDOCO,Pharmaceuticals,"2,158.80",-23.74,0.76,-2.59,0.61,-3.08,21.92,1.94,,,,,,,,,
1042,INDOTECH,Heavy Electrical Equipments,"2,151.29",87.05,0.81,77.72,0.02,18.15,45.91,9.91,,,,,,,,,
1043,CANTABIL,Apparel & Accessories,"2,141.55",14.43,1.13,30.4,1.03,4.11,34.42,6.56,,,,,,,,,
1044,LUMAXIND,Auto Parts,"2,140.12",25.37,1.02,9,1.08,35.82,19.28,3.19,,,,,,,,,
1045,UDS,Business Support Services,"2,136.14",-,-,-,0.12,4.61,31.44,2.52,,,,,,,,,
1046,REPCOHOME,Consumer Finance,"2,135.22",14.25,1.94,2.06,3.58,18.09,5.13,0.72,,,,,,,,,
1047,MAYURUNIQ,Textiles,"2,130.48",3.97,1.3,12.23,0.02,7.05,17.4,2.46,,,,,,,,,
1048,ASALCBR,Alcoholic Beverages,"2,130.36",29.93,0.73,35.68,0.26,14.43,42.07,5.04,,,,,,,,,
1049,ASHIKA,IT Services & Consulting,"2,125.52",166.35,-,79.97,0.37,-10.79,198.28,31.22,,,,,,,,,
1050,PANAMAPET,Specialty Chemicals,"2,121.81",8.57,2.02,43.13,0.02,8.02,10.87,1.92,,,,,,,,,
1051,EIHAHOTELS,"Hotels, Resorts & Cruise Lines","2,108.70",17.28,0.81,18.69,0.01,6.55,26.03,4.56,,,,,,,,,
1052,VIMTALABS,Labs & Life Sciences Services,"2,103.94",40.87,1,56.21,0.06,9.65,51.3,6.58,,,,,,,,,
1053,GTLINFRA,Telecom Infrastructure,"2,100.69",-0.52,2.03,32.6,-,-0.16,-3.08,-0.41,,,,,,,,,
1054,DISAQ,Industrial Machinery,"2,094.15",24.55,0.86,26.17,0.01,68.91,48.84,8.52,,,,,,,,,
1055,JISLDVREQS,Agricultural & Farm Machinery,"2,091.93",31.21,1.93,39.86,-,0.24,-,-,,,,,,,,,
1056,WENDT,Industrial Machinery,"2,082.44",22.24,0.77,30.51,0,41.1,50.85,9.82,,,,,,,,,
1057,KOLTEPATIL,Real Estate,"2,069.98",-5.53,1.57,3.66,1.52,3.33,-29.85,2.81,,,,,,,,,
1058,NOVARTIND,Pharmaceuticals,"2,064.15",7.41,0.66,-,0.01,10.31,24.23,2.77,,,,,,,,,
1059,BAJEL,Construction & Engineering,"2,054.80",-,-,-,0.03,0.13,478.97,3.63,,,,,,,,,
1060,EXICOM,Electronic Equipments,"2,046.53",-,-,-,0.06,-4.05,32.02,2.84,,,,,,,,,
1061,PRECAM,Auto Parts,"2,040.30",16.12,1.2,40.78,0.15,-0.67,50.56,2.73,,,,,,,,,
1062,SPANDANA,Consumer Finance,"2,038.26",-13.93,1.12,-23.6,2.59,-61.73,4.07,0.56,,,,,,,,,
1063,GOODYEAR,Tires & Rubber,"2,022.70",-2.87,0.91,-,0.01,4.11,21.33,3.48,,,,,,,,,
1064,WELSPLSOL,Iron & Steel,"2,016.46",28.6,0.95,31.29,2.16,-0.07,32.28,18.04,,,,,,,,,
1065,RAMCOIND,Cement,"2,016.14",-2.73,1.07,4.9,0.06,10.27,19.07,0.5,,,,,,,,,
1066,MAHLOG,Logistics,"2,014.27",-22.14,1.26,-7.76,1.47,-1.25,-36.8,3.99,,,,,,,,,
1067,RAJRATAN,Iron & Steel,"2,012.82",-6.99,0.51,-,0.39,1.83,28.02,4.09,,,,,,,,,
1068,ACCELYA,Software Services,"2,006.16",8,0.74,4.57,0.12,21.68,21.38,7.09,,,,,,,,,
1069,FINOPB,Private Banks,"2,005.46",0,-,-,0,2.78,23.26,3.12,,,,,,,,,
1070,MANGLMCEM,Cement,"2,004.28",17.03,1.35,21.22,0.75,2.84,33.56,2.47,,,,,,,,,
1071,IOLCP,Commodity Chemicals,"2,003.03",-3.83,1.62,7.68,0.02,3.5,14.9,1.24,,,,,,,,,
1072,THEJO,Construction & Engineering,"2,002.83",16.53,0.46,56.99,0.16,12.14,36,7.35,,,,,,,,,
1073,CONFIPET,Oil & Gas - Storage & Transportation,"2,001.75",-7.6,1.52,18.49,0.5,0.92,19.75,1.58,,,,,,,,,
1074,PIXTRANS,Industrial Machinery,"2,001.27",9.35,-,-,0.09,16.33,24.11,4.06,,,,,,,,,
1075,AGIIL,Real Estate,"2,000.37",-,-,96,0.61,7.8,38.4,8.9,,,,,,,,,
1076,CARRARO,Agricultural & Farm Machinery,"1,999.47",-,-,-,0.58,2.58,31.97,5.41,,,,,,,,,
1077,JUBLCPL,Agro Products,"1,989.76",-,-,-,0.62,14.16,77.45,8.65,,,,,,,,,
1078,BAJAJHCARE,Pharmaceuticals,"1,989.11",18.9,-,-,1.2,3.65,-23.74,7.15,,,,,,,,,
1079,PANACEABIO,Biotechnology,"1,984.52",20.13,0.93,22.78,0.02,0.74,"-1,696.17",2.35,,,,,,,,,
1080,GOLD1,Gold,"1,984.14",10.41,-0.03,14.66,-,-,-,-,,,,,,,,,
1081,LAXMIDENTL,Health Care Equipment & Supplies,"1,981.11",-,-,-,1.12,0.88,79.92,44.45,,,,,,,,,
1082,PREMEXPLN,Commodity Chemicals,"1,968.73",70.87,1.77,71.27,0.28,1.71,69.42,8.89,,,,,,,,,
1083,PARACABLES,Cables,"1,953.74",70.12,-0.1,55.26,0.16,0.74,22.82,3.12,,,,,,,,,
1084,MOTISONS,"Precious Metals, Jewellery & Watches","1,953.17",-,-,-,0.34,0.25,60.6,5.95,,,,,,,,,
1085,DRAGARWQ,Hospitals & Diagnostic Centres,"1,947.61",61.48,0.6,69.92,1.71,22.13,42.01,12.39,,,,,,,,,
1086,LANDMARK,Retail - Speciality,"1,946.09",-4.1,-,-,1.16,2.75,34.75,3.59,,,,,,,,,
1087,RELTD,Electrical Components & Equipments,"1,937.49",-,-,33.9,0.9,0.14,-37.56,11.73,,,,,,,,,
1088,JAICORPLTD,Textiles,"1,933.36",-1.56,1.4,1.71,0,0.7,36.81,1.28,,,,,,,,,
1089,RPTECH,Technology Hardware,"1,928.88",-,-,-,0.45,4.83,13.66,1.24,,,,,,,,,
1090,JNKINDIA,Construction & Engineering,"1,928.01",-,-,-,0.34,0.52,30.78,9.87,,,,,,,,,
1091,QUICKHEAL,IT Services & Consulting,"1,926.88",23.81,1.12,22.72,0,0.02,79.49,4.41,,,,,,,,,
1092,UNITECH,Real Estate,"1,917.75",40.94,2.22,21.22,-,-2.21,-0.58,-0.39,,,,,,,,,
1093,SGFIN,Specialized Finance,"1,916.36",78.49,0.08,161.57,1.19,4.24,24.38,2.38,,,,,,,,,
1094,TINNARUBR,Tires & Rubber,"1,915.76",84.48,2.12,159.25,0.67,4.76,47.55,14.99,,,,,,,,,
1095,IGARASHI,Auto Parts,"1,908.80",13.12,1.41,12.1,0.31,1.64,199.67,4.27,,,,,,,,,
1096,HDFCGOLD,Gold,"1,906.09",9.87,-0.04,14.81,-,-,-,-,,,,,,,,,
1097,GOLDIETF,Gold,"1,905.05",10.04,-0.03,14.55,-,-,-,-,,,,,,,,,
1098,JUNIORBEES,Equity,"1,901.11",3.77,0.91,16.74,-,-,-,-,,,,,,,,,
1099,SESHAPAPER,Paper Products,"1,900.56",18.51,1.14,13.75,0.01,2.76,7.02,0.99,,,,,,,,,
1100,NELCO,Communication & Networking,"1,899.40",2.19,1.56,28.64,0.46,2.17,80.25,15.37,,,,,,,,,
1101,UNIVCABLES,Cables,"1,895.24",41.42,1.29,29.1,0.43,4.56,17.51,1.07,,,,,,,,,
1102,SPAL,Apparel & Accessories,"1,879.44",21.91,1.53,34.93,0.27,9.86,20.97,2.48,,,,,,,,,
1103,QUADFUTURE,Communication & Networking,"1,878.60",-,-,-,1.85,-2.81,127.71,42.59,,,,,,,,,
1104,PARAGMILK,FMCG - Foods,"1,867.98",14.96,1.2,8.56,0.71,3.03,20.62,2.05,,,,,,,,,
1105,POCL,Metals - Lead,"1,866.26",-,-,67.77,0.29,5.03,58.52,5.22,,,,,,,,,
1106,FMGOETZE,Auto Parts,"1,866.18",6.18,0.72,-9.58,0.01,5.2,14.71,1.58,,,,,,,,,
1107,SBGLP,Real Estate,"1,861.11",80.96,-,-,0.64,0.01,66.97,31.43,,,,,,,,,
1108,SALASAR,Iron & Steel,"1,852.82",32.85,0.89,53.97,0.78,0.07,34.99,4.11,,,,,,,,,
1109,CUPID,FMCG - Personal Products,"1,836.89",66.49,0.77,42.52,0.04,0.41,46.08,6.1,,,,,,,,,
1110,KLBRENG-B,Industrial Machinery,"1,833.98",78.43,0.74,76.81,0.33,3.46,36.29,7.21,,,,,,,,,
1111,RANEHOLDIN,Auto Parts,"1,830.34",23.62,1.58,13.13,0.73,2.27,14.79,1.57,,,,,,,,,
1112,AURUM,IT Services & Consulting,"1,829.03",27.69,0.97,-9.69,1.7,-1.18,-32.81,9.73,,,,,,,,,
1113,MOL,Commodity Chemicals,"1,828.01",-11.61,0.7,-,0.55,-0.17,-17.24,1.2,,,,,,,,,
1114,SMSPHARMA,Pharmaceuticals,"1,815.62",26.81,1.77,40.02,0.52,2.15,36.44,3.39,,,,,,,,,
1115,NITINSPIN,Textiles,"1,814.78",3.23,1.02,44.63,1.17,7.96,13.8,1.58,,,,,,,,,
1116,HLEGLAS,Industrial Machinery,"1,811.77",-51.27,1.73,-,0.78,1.51,61.02,3.65,,,,,,,,,
1117,SOMANYCERA,Building Products - Ceramics,"1,797.04",-20.3,1.59,16.98,0.44,2.26,18.55,2.14,,,,,,,,,
1118,KMEW,Marine Transportation,"1,792.21",-,-,-,0.35,14.77,46.05,10.56,,,,,,,,,
1119,VERANDA,Education Services,"1,784.77",28.19,-,-,1.55,-27.15,-22.39,4.73,,,,,,,,,
1120,CROPSTER,Agro Products,"1,775.76",-,-,91.85,0,0.41,166.74,30.33,,,,,,,,,
